skaterFullName,ppPoints,teamAbbrevs,gamesPlayed,shoots,position,ppUnit,vs,avgPowerplayToi,row,date,team_PEN/GP,team_PP%,team_PK%,team_G,team_GA,enemy_PEN/GP,enemy_PP%,enemy_PK%,enemy_G,enemy_GA,scored,PPGF,PPG/PG,PPO/PG,PPTOI/PG,PEN,PENMin,PENSeconds/PG,PENDrawn/GP,PPGA,PKTIO/PG,PPGF_enemy,PPG/PG_enemy,PPO/PG_enemy,PPTOI/PG_enemy,PEN_enemy,PENMin_enemy,PENSeconds/PG_enemy,PENDrawn/GP_enemy,PPGA_enemy,PKTIO/PG_enemy
Jaden Schwartz,4,SEA,11,L,C,2.0,CGY,2:25,137,2023-11-04,3.45,25.0,74.2,28.0,35.0,4.2,16.2,91.4,22,37,0,,,,,,,,,,,,,,,,,,,,
Eeli Tolvanen,1,SEA,11,L,R,2.0,CGY,2:04,138,2023-11-04,3.45,25.0,74.2,28.0,35.0,4.2,16.2,91.4,22,37,0,,,,,,,,,,,,,,,,,,,,
Kailer Yamamoto,2,SEA,11,R,R,2.0,CGY,2:13,139,2023-11-04,3.45,25.0,74.2,28.0,35.0,4.2,16.2,91.4,22,37,0,,,,,,,,,,,,,,,,,,,,
Ryan Johansen,4,COL,9,R,C,1.0,VGK,5:11,140,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Artturi Lehkonen,4,COL,9,L,L,1.0,VGK,4:48,141,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Nathan MacKinnon,3,COL,9,R,C,1.0,VGK,4:35,142,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Cale Makar,5,COL,9,R,D,1.0,VGK,4:29,143,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Valeri Nichushkin,0,COL,9,L,R,2.0,VGK,1:52,144,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Mikko Rantanen,5,COL,9,L,R,1.0,VGK,5:15,145,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Devon Toews,0,COL,9,L,D,2.0,VGK,2:26,146,2023-11-04,4.78,20.0,94.4,31.0,21.0,3.73,25.6,88.2,40,24,0,,,,,,,,,,,,,,,,,,,,
Ivan Barbashev,1,VGK,11,L,C,2.0,COL,1:36,147,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Pavel Dorofeyev,0,VGK,6,L,L,2.0,COL,2:03,148,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Jack Eichel,3,VGK,11,R,C,1.0,COL,4:11,149,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,1,,,,,,,,,,,,,,,,,,,,
William Karlsson,3,VGK,11,L,C,1.0,COL,1:53,150,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Jonathan Marchessault,3,VGK,11,R,R,2.0,COL,3:40,151,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Alex Pietrangelo,2,VGK,6,R,D,2.0,COL,1:35,152,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Chandler Stephenson,3,VGK,11,L,C,1.0,COL,3:46,153,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,0,,,,,,,,,,,,,,,,,,,,
Mark Stone,3,VGK,11,R,R,1.0,COL,3:56,154,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,1,,,,,,,,,,,,,,,,,,,,
Shea Theodore,5,VGK,11,L,D,1.0,COL,4:13,155,2023-11-04,3.73,25.6,88.2,40.0,24.0,4.78,20.0,94.4,31,21,1,,,,,,,,,,,,,,,,,,,,
Jamie Benn,1,DAL,9,L,L,1.0,VAN,1:45,156,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Matt Duchene,0,DAL,9,L,C,2.0,VAN,1:38,157,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Miro Heiskanen,2,DAL,9,L,D,1.0,VAN,2:12,158,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Roope Hintz,2,DAL,8,L,C,1.0,VAN,1:52,159,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Wyatt Johnston,0,DAL,9,R,C,2.0,VAN,1:28,160,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Joe Pavelski,3,DAL,9,R,C,1.0,VAN,1:57,161,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Jason Robertson,1,DAL,9,L,L,1.0,VAN,1:56,162,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Tyler Seguin,0,DAL,9,R,C,2.0,VAN,1:34,163,2023-11-04,3.89,12.0,93.5,29.0,23.0,4.6,34.3,76.3,46,22,0,,,,,,,,,,,,,,,,,,,,
Anthony Beauvillier,1,VAN,10,L,L,2.0,DAL,1:41,164,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Brock Boeser,4,VAN,10,R,R,1.0,DAL,4:14,165,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Conor Garland,1,VAN,10,R,R,2.0,DAL,1:24,166,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Filip Hronek,3,VAN,10,R,D,2.0,DAL,2:05,167,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Quinn Hughes,6,VAN,10,L,D,1.0,DAL,4:13,168,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Andrei Kuzmenko,4,VAN,10,R,L,1.0,DAL,4:03,169,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
J.T. Miller,6,VAN,10,L,C,1.0,DAL,4:04,170,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Elias Pettersson,8,VAN,10,L,C,1.0,DAL,4:18,171,2023-11-04,4.6,34.3,76.3,46.0,22.0,3.89,12.0,93.5,29,23,0,,,,,,,,,,,,,,,,,,,,
Sidney Crosby,3,PIT,9,L,C,1.0,SJ,3:52,172,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,0,,,,,,,,,,,,,,,,,,,,
Jake Guentzel,2,PIT,9,L,L,1.0,SJ,3:53,173,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,1,,,,,,,,,,,,,,,,,,,,
Erik Karlsson,2,PIT,9,R,D,1.0,SJ,3:45,174,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,1,,,,,,,,,,,,,,,,,,,,
Evgeni Malkin,4,PIT,9,L,C,1.0,SJ,3:53,175,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,1,,,,,,,,,,,,,,,,,,,,
Rickard Rakell,0,PIT,9,R,R,2.0,SJ,2:05,176,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,1,,,,,,,,,,,,,,,,,,,,
Reilly Smith,1,PIT,9,L,R,,SJ,1:59,177,2023-11-04,3.67,14.8,82.1,26.0,29.0,4.3,14.8,69.2,10,44,1,,,,,,,,,,,,,,,,,,,,
Anthony Duclair,0,SJS,10,L,L,1.0,PIT,1:55,178,2023-11-04,4.3,14.8,69.2,10.0,44.0,3.67,14.8,82.1,26,29,1,,,,,,,,,,,,,,,,,,,,
William Eklund,2,SJS,10,L,L,1.0,PIT,1:41,179,2023-11-04,4.3,14.8,69.2,10.0,44.0,3.67,14.8,82.1,26,29,0,,,,,,,,,,,,,,,,,,,,
Mikael Granlund,0,SJS,3,L,C,1.0,PIT,1:33,180,2023-11-04,4.3,14.8,69.2,10.0,44.0,3.67,14.8,82.1,26,29,0,,,,,,,,,,,,,,,,,,,,
Tomas Hertl,1,SJS,10,L,C,1.0,PIT,2:03,181,2023-11-04,4.3,14.8,69.2,10.0,44.0,3.67,14.8,82.1,26,29,1,,,,,,,,,,,,,,,,,,,,
Fabian Zetterlund,3,SJS,10,R,L,2.0,PIT,1:12,182,2023-11-04,4.3,14.8,69.2,10.0,44.0,3.67,14.8,82.1,26,29,0,,,,,,,,,,,,,,,,,,,,
Connor Bedard,2,CHI,12,R,C,1.0,FLA,3:05,0,2023-11-12,4.25,11.6,82.5,31.0,41.0,3.85,12.5,74.4,40,37,0,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,1,CHI,12,R,C,,FLA,0:55,1,2023-11-12,4.25,11.6,82.5,31.0,41.0,3.85,12.5,74.4,40,37,0,,,,,,,,,,,,,,,,,,,,
Seth Jones,1,CHI,12,R,D,1.0,FLA,3:07,2,2023-11-12,4.25,11.6,82.5,31.0,41.0,3.85,12.5,74.4,40,37,0,,,,,,,,,,,,,,,,,,,,
Lukas Reichel,0,CHI,12,L,L,2.0,FLA,0:54,3,2023-11-12,4.25,11.6,82.5,31.0,41.0,3.85,12.5,74.4,40,37,0,,,,,,,,,,,,,,,,,,,,
Corey Perry,2,CHI,12,R,R,1.0,FLA,3:08,4,2023-11-12,4.25,11.6,82.5,31.0,41.0,3.85,12.5,74.4,40,37,0,,,,,,,,,,,,,,,,,,,,
Aleksander Barkov,2,FLA,12,L,C,1.0,CHI,2:39,5,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,0,,,,,,,,,,,,,,,,,,,,
Oliver Ekman-Larsson,3,FLA,13,L,D,1.0,CHI,2:42,6,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,1,,,,,,,,,,,,,,,,,,,,
Anton Lundell,1,FLA,13,L,C,2.0,CHI,0:51,7,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,0,,,,,,,,,,,,,,,,,,,,
Sam Reinhart,3,FLA,13,R,C,1.0,CHI,2:45,8,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,1,,,,,,,,,,,,,,,,,,,,
Evan Rodrigues,2,FLA,13,R,C,2.0,CHI,1:59,9,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,0,,,,,,,,,,,,,,,,,,,,
Matthew Tkachuk,1,FLA,13,L,L,1.0,CHI,2:56,10,2023-11-12,3.85,12.5,74.4,40.0,37.0,4.25,11.6,82.5,31,41,1,,,,,,,,,,,,,,,,,,,,
Jamie Benn,1,DAL,13,L,L,1.0,MIN,2:35,11,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Matt Duchene,1,DAL,12,L,C,2.0,MIN,1:49,12,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Miro Heiskanen,2,DAL,13,L,D,1.0,MIN,3:27,13,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Roope Hintz,2,DAL,12,L,C,1.0,MIN,2:57,14,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Wyatt Johnston,1,DAL,13,R,C,,MIN,1:26,15,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Joe Pavelski,3,DAL,13,R,C,1.0,MIN,3:05,16,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Jason Robertson,1,DAL,13,L,L,1.0,MIN,3:10,17,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Tyler Seguin,0,DAL,13,R,C,2.0,MIN,1:25,18,2023-11-12,3.85,10.8,93.2,39.0,32.0,4.36,17.3,68.2,46,55,1,,,,,,,,,,,,,,,,,,,,
Joel Eriksson Ek,5,MIN,14,L,C,1.0,DAL,3:30,19,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,0,,,,,,,,,,,,,,,,,,,,
Ryan Hartman,1,MIN,14,R,R,2.0,DAL,1:24,20,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,0,,,,,,,,,,,,,,,,,,,,
Marcus Johansson,1,MIN,14,L,L,1.0,DAL,3:29,21,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,0,,,,,,,,,,,,,,,,,,,,
Kirill Kaprizov,8,MIN,14,L,L,1.0,DAL,3:35,22,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,1,,,,,,,,,,,,,,,,,,,,
Marco Rossi,0,MIN,14,L,C,2.0,DAL,2:42,23,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,0,,,,,,,,,,,,,,,,,,,,
Jared Spurgeon,0,MIN,1,R,D,2.0,DAL,1:56,24,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,0,,,,,,,,,,,,,,,,,,,,
Mats Zuccarello,8,MIN,14,L,R,1.0,DAL,2:32,25,2023-11-12,4.36,17.3,68.2,46.0,55.0,3.85,10.8,93.2,39,32,1,,,,,,,,,,,,,,,,,,,,
Adam Fantilli,2,CBJ,14,L,C,1.0,NYR,2:40,26,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Johnny Gaudreau,1,CBJ,14,L,L,1.0,NYR,2:35,27,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Boone Jenner,1,CBJ,14,L,C,1.0,NYR,2:53,28,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Patrik Laine,0,CBJ,5,R,L,1.0,NYR,3:31,29,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Ivan Provorov,5,CBJ,14,L,D,2.0,NYR,2:02,30,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Jack Roslovic,2,CBJ,13,R,C,2.0,NYR,2:01,31,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Zach Werenski,0,CBJ,12,L,D,1.0,NYR,3:14,32,2023-11-12,3.86,13.3,88.4,38.0,49.0,4.23,35.7,86.4,43,27,0,,,,,,,,,,,,,,,,,,,,
Chris Kreider,7,NYR,13,L,L,1.0,CBJ,2:56,33,2023-11-12,4.23,35.7,86.4,43.0,27.0,3.86,13.3,88.4,38,49,0,,,,,,,,,,,,,,,,,,,,
Artemi Panarin,10,NYR,13,R,L,1.0,CBJ,2:57,34,2023-11-12,4.23,35.7,86.4,43.0,27.0,3.86,13.3,88.4,38,49,0,,,,,,,,,,,,,,,,,,,,
Vincent Trocheck,4,NYR,13,R,C,1.0,CBJ,2:59,35,2023-11-12,4.23,35.7,86.4,43.0,27.0,3.86,13.3,88.4,38,49,0,,,,,,,,,,,,,,,,,,,,
Blake Wheeler,1,NYR,13,R,R,2.0,CBJ,1:00,36,2023-11-12,4.23,35.7,86.4,43.0,27.0,3.86,13.3,88.4,38,49,0,,,,,,,,,,,,,,,,,,,,
Mika Zibanejad,6,NYR,13,R,C,1.0,CBJ,3:00,37,2023-11-12,4.23,35.7,86.4,43.0,27.0,3.86,13.3,88.4,38,49,0,,,,,,,,,,,,,,,,,,,,
Anthony Beauvillier,2,VAN,14,L,L,2.0,MTL,1:52,38,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Brock Boeser,6,VAN,14,R,R,1.0,MTL,5:39,39,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Conor Garland,1,VAN,14,R,R,2.0,MTL,1:46,40,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Filip Hronek,5,VAN,14,R,D,2.0,MTL,2:34,41,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Quinn Hughes,11,VAN,14,L,D,1.0,MTL,5:31,42,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Andrei Kuzmenko,4,VAN,14,R,L,1.0,MTL,5:20,43,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
J.T. Miller,10,VAN,14,L,C,1.0,MTL,5:20,44,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Elias Pettersson,11,VAN,14,L,C,1.0,MTL,5:40,45,2023-11-12,4.29,32.7,79.2,61.0,31.0,5.71,22.0,75.4,41,46,0,,,,,,,,,,,,,,,,,,,,
Josh Anderson,0,MTL,14,R,R,1.0,VAN,4:46,46,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,1,,,,,,,,,,,,,,,,,,,,
Cole Caufield,8,MTL,14,R,R,1.0,VAN,5:10,47,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,0,,,,,,,,,,,,,,,,,,,,
Brendan Gallagher,3,MTL,14,R,R,2.0,VAN,3:21,48,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,0,,,,,,,,,,,,,,,,,,,,
Sean Monahan,5,MTL,14,L,C,1.0,VAN,5:06,49,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,1,,,,,,,,,,,,,,,,,,,,
Tanner Pearson,2,MTL,14,L,L,2.0,VAN,3:17,50,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,0,,,,,,,,,,,,,,,,,,,,
Juraj Slafkovsky,1,MTL,14,L,L,2.0,VAN,3:11,51,2023-11-12,5.71,22.0,75.4,41.0,46.0,4.29,32.7,79.2,61,31,0,,,,,,,,,,,,,,,,,,,,
Calen Addison,3,"MIN,SJS",14,R,D,1.0,ANA,2:38,52,2023-11-12,,,,,,5.85,20.5,80.3,40,40,0,,,,,,,,,,,,,,,,,,,,
William Eklund,3,SJS,14,L,L,1.0,ANA,4:17,53,2023-11-12,4.36,15.9,72.5,17.0,62.0,5.85,20.5,80.3,40,40,0,,,,,,,,,,,,,,,,,,,,
Tomas Hertl,3,SJS,14,L,C,1.0,ANA,4:49,54,2023-11-12,4.36,15.9,72.5,17.0,62.0,5.85,20.5,80.3,40,40,0,,,,,,,,,,,,,,,,,,,,
Fabian Zetterlund,3,SJS,14,R,L,1.0,ANA,2:39,55,2023-11-12,4.36,15.9,72.5,17.0,62.0,5.85,20.5,80.3,40,40,0,,,,,,,,,,,,,,,,,,,,
Leo Carlsson,2,ANA,9,L,C,1.0,SJS,2:51,56,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Cam Fowler,4,ANA,13,L,D,2.0,SJS,2:32,57,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Adam Henrique,2,ANA,12,L,C,2.0,SJS,2:16,58,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,0,,,,,,,,,,,,,,,,,,,,
Alex Killorn,1,ANA,3,L,L,1.0,SJS,2:57,59,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,0,,,,,,,,,,,,,,,,,,,,
Mason McTavish,3,ANA,13,L,C,1.0,SJS,2:56,60,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Pavel Mintyukov,1,ANA,13,L,D,1.0,SJS,2:41,61,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Jakob Silfverberg,1,ANA,13,R,R,2.0,SJS,1:36,62,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Ryan Strome,2,ANA,12,R,C,2.0,SJS,2:31,63,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,0,,,,,,,,,,,,,,,,,,,,
Troy Terry,3,ANA,13,R,R,1.0,SJS,2:54,64,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,0,,,,,,,,,,,,,,,,,,,,
Frank Vatrano,4,ANA,13,L,R,2.0,SJS,2:18,65,2023-11-12,5.85,20.5,80.3,40.0,40.0,4.36,15.9,72.5,17,62,1,,,,,,,,,,,,,,,,,,,,
Mathew Barzal,4,NYI,13,R,C,1.0,EDM,2:59,0,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Noah Dobson,5,NYI,13,R,D,1.0,EDM,3:00,1,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Bo Horvat,2,NYI,12,L,C,1.0,EDM,1:31,2,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Anders Lee,0,NYI,13,L,L,2.0,EDM,1:55,3,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Brock Nelson,1,NYI,13,L,C,1.0,EDM,2:39,4,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Kyle Palmieri,3,NYI,13,R,C,1.0,EDM,2:31,5,2023-11-13,4.0,17.1,76.7,32.0,40.0,4.77,23.9,70.0,35,51,0,,,,,,,,,,,,,,,,,,,,
Evan Bouchard,7,EDM,13,R,D,1.0,NYI,3:45,6,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,0,,,,,,,,,,,,,,,,,,,,
Leon Draisaitl,6,EDM,13,L,C,1.0,NYI,3:36,7,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,1,,,,,,,,,,,,,,,,,,,,
Zach Hyman,3,EDM,13,R,L,1.0,NYI,3:42,8,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,1,,,,,,,,,,,,,,,,,,,,
Evander Kane,2,EDM,13,L,L,2.0,NYI,1:45,9,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,0,,,,,,,,,,,,,,,,,,,,
Connor McDavid,6,EDM,11,L,C,1.0,NYI,3:35,10,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,1,,,,,,,,,,,,,,,,,,,,
Ryan Nugent-Hopkins,4,EDM,13,L,C,1.0,NYI,3:44,11,2023-11-13,4.77,23.9,70.0,35.0,51.0,4.0,17.1,76.7,32,40,0,,,,,,,,,,,,,,,,,,,,
Ryan Johansen,4,COL,13,R,C,1.0,SEA,4:10,12,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,0,,,,,,,,,,,,,,,,,,,,
Nathan MacKinnon,4,COL,13,R,C,1.0,SEA,4:08,13,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,1,,,,,,,,,,,,,,,,,,,,
Cale Makar,6,COL,13,R,D,1.0,SEA,3:32,14,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,1,,,,,,,,,,,,,,,,,,,,
Valeri Nichushkin,0,COL,13,L,R,1.0,SEA,2:14,15,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,1,,,,,,,,,,,,,,,,,,,,
Mikko Rantanen,6,COL,13,L,R,1.0,SEA,4:11,16,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,0,,,,,,,,,,,,,,,,,,,,
Devon Toews,0,COL,13,L,D,2.0,SEA,2:33,17,2023-11-13,4.92,16.3,85.2,42.0,43.0,3.73,26.7,72.1,39,51,1,,,,,,,,,,,,,,,,,,,,
Oliver Bjorkstrand,5,SEA,15,R,R,2.0,COL,2:11,18,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Vince Dunn,7,SEA,15,L,D,1.0,COL,3:18,19,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Jared McCann,3,SEA,15,L,L,2.0,COL,1:52,20,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Justin Schultz,2,SEA,15,R,D,2.0,COL,2:21,21,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Jaden Schwartz,7,SEA,15,L,C,1.0,COL,3:02,22,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Eeli Tolvanen,3,SEA,15,L,R,1.0,COL,2:58,23,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
Kailer Yamamoto,2,SEA,15,R,R,1.0,COL,3:06,24,2023-11-13,3.73,26.7,72.1,39.0,51.0,4.92,16.3,85.2,42,43,0,,,,,,,,,,,,,,,,,,,,
